doi,theory_id,theory,title,year,"Q1: Does the paper/theory suggest an aging biomarker (i.e. measurable entity reflecting the pace of aging or organism health state, associated with mortality or age-related conditions)?",Q2: Does the paper/theory suggest a molecular mechanism of aging?,Q3: Does the paper/theory suggest a longevity intervention to test?,Q4: Does the paper/theory claim that aging cannot be reversed? (Yes / No),Q5: Does the paper/theory suggest a biomarker that explains differences in maximum lifespan between species? (Yes / No),Q6: Does the paper/theory explain why the naked mole rat can live 40+ years despite its small size?,Q7: Does the paper/theory explain why birds live much longer than mammals on average?,Q8: Does the paper/theory explain why large animals live longer than small ones?,Q9: Does the paper/theory explain why calorie restriction increases the lifespan of vertebrates?
10.1002/ana.410430212,T0029,Mitochondrial DNA Mutation Accumulation Theory,Role of mitochondrial DNA mutations in human aging: implications for the central nervous system and muscle.,1998,"Yes, quantitatively shown",Yes,No,No,No,No,No,No,No
10.1002/ana.78030,T1059,Gene-Specific Antagonistic Pleiotropy Theory: APOE and Genetic Variants,Buried Treasure? Overlooked and Newly Discovered Evolutionary Contributions to Human Brain Diseases.,2025,No,No,No,No,No,No,No,No,No
10.1002/anie.201703630,T0120,Protein Damage Accumulation and Turnover Decline Theory,Mechanical Deformation Accelerates Protein Ageing.,2017,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1002/arch.20394,T0050,Immunosenescence Theory,"Cellular immunosenescence in adult male crickets, Gryllus assimilis.",2011,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1002/arch.21388,T0176,Caloric Restriction and Dietary Restriction Theories,Comparative transcriptomic analysis of Bombyx mori fat body tissue following dietary restriction.,2017,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1002/arch.21464,T2024,Innate Immunity and Antimicrobial Peptides Theory,Overexpression of antimicrobial peptides contributes to aging through cytotoxic effects in Drosophila tissues.,2018,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,No
10.1002/bdrc.10022,T0496,Insulin/IGF-1 and mTOR Signaling Programmed Longevity Theory,Biology of insulin-like growth factors in development.,2003,"Yes, but not shown",Yes,Yes,No,Yes,No,No,Yes,No
10.1002/bdrc.20190,T1292,Stem Cell Senescence and Cell Cycle Regulation Theory,"Telomere, DNA damage, and oxidative stress in stem cell aging.",2010,"Yes, but not shown",Yes,No,No,Yes,No,No,No,Yes
10.1002/bdrc.20217,T0770,Gene Regulation Continuity Developmental Theory,The search for evolutionary developmental origins of aging in zebrafish: a novel intersection of developmental and senescence biology in the zebrafish model system.,2011,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1002/bdrc.21007,T1185,Programmed Aging Theory,An aging program at the systems level?,2012,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1002/bies.10111,T0028,Resource Allocation Disposable Soma Theory,p53 and ageing: too much of a good thing?,2002,"Yes, but not shown",Yes,No,No,Yes,No,No,No,No
10.1002/bies.10113,T1489,Excluded - Assigned to Molecular Damage Cluster,Is human aging still mysterious enough to be left only to scientists?,2002,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1002/bies.10225,T0002,Mitochondrial ROS-Induced Oxidative Stress Theory,Molecular genetics of aging in the fly: is this the end of the beginning?,2003,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.1002/bies.10233,T0019,Wear and Tear Theory,Nonculturable bacteria: programmed survival forms or cells at death's door?,2003,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1002/bies.10317,T0289,Sirtuin-Mediated Genome Stability Theory,Are poly(ADP-ribosyl)ation by PARP-1 and deacetylation by Sir2 linked?,2003,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1002/bies.1047,T0129,SIR2-Mediated Longevity Regulation Theory,Sound silencing: the Sir2 protein and cellular senescence.,2001,"Yes, quantitatively shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1002/bies.200800183,T0690,Stem Cell-Mediated Immortality and Modularity Theory in Simple Organisms,Hydra and the evolution of stem cells.,2009,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1002/bies.200800224,T1569,Multicellular Cooperation and Social Contract Theory,Ageing as a price of cooperation and complexity: self-organization of complex systems causes the gradual deterioration of constituent networks.,2009,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1002/bies.200900107,T1107,Radiation-Induced Hormesis Theory,Transcription-blocking DNA damage in aging: a mechanism for hormesis.,2009,"Yes, but not shown",Yes,Yes,No,Yes,No,No,Yes,Yes
10.1002/bies.200900171,T0652,SIRT1 Activation Caloric Restriction Mimetics,Resveratrol and rapamycin: are they anti-aging drugs?,2010,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1002/bies.201000085,T1369,Germline Stem Cell Aging and Maintenance,Germline stem cell maintenance as a proximate mechanism of life-history trade-offs? Drosophila selected for prolonged fecundity have a slower rate of germline stem cell loss.,2011,"Yes, quantitatively shown",Yes,Yes,No,No,No,No,No,Yes
10.1002/bies.201000132,T0001,Mitochondrial ROS-Induced Free Radical Theory,The free-radical damage theory: Accumulating evidence against a simple link of oxidative stress to ageing and lifespan.,2011,"Yes, but not shown",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
10.1002/bies.201100051,T0997,Mitonuclear Interaction and Coevolution Aging Theory,Mitonuclear match: optimizing fitness and fertility over generations drives ageing within generations.,2011,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,No,Yes
10.1002/bies.201100104,T1521,DNA Damage and Cytoplasmic DNA-Driven Inflammaging Theory,Inflamm-aging of the stem cell niche: breast cancer as a paradigmatic example: breakdown of the multi-shell cytokine network fuels cancer in aged people.,2012,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1002/bies.201100189,T0219,Lipid Metabolism Dysregulation Theory,The mystery of C. elegans aging: an emerging role for fat. Distant parallels between C. elegans aging and metabolic syndrome?,2012,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1002/bies.201100190,T0012,Epigenetic Drift Theory,Is adult stem cell aging driven by conflicting modes of chromatin remodeling?,2012,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1002/bies.201200014,T0001,Mitochondrial ROS-Induced Free Radical Theory,"The free-radical theory of ageing--older, wiser and still alive: modelling positional effects of the primary targets of ROS reveals new support.",2012,"Yes, but not shown",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
10.1002/bies.201200084,T1800,Stress-Accelerated Telomere Attrition Theory,"Early life stress and telomere length: investigating the connection and possible mechanisms: a critical survey of the evidence base, research methodology and basic biology.",2012,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,Yes,No
10.1002/bies.201200125,T0225,Mitochondrial Dynamics and Quality Control Theory,Quality control of mitochondria during aging: is there a good and a bad side of mitochondrial dynamics?,2013,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1002/bies.201200141,T0202,Mother's Curse Mitochondrial Theory,"Mitochondria, maternal inheritance, and asymmetric fitness: why males die younger.",2013,"Yes, but not shown",Yes,No,No,Yes,No,No,No,No
10.1002/bies.201300021,T0946,Sexual Selection and Life History Trade-Offs,Evolution of sex differences in lifespan and aging: causes and constraints.,2013,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,No,Yes
10.1002/bies.201300075,T0646,FOXO Regulation of Stem Cell Maintenance and Oxidative DNA Damage,Stem cells and aging from a quasi-immortal point of view.,2013,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1002/bies.201300078,T1563,FOXO Functional Coupling and Evolutionary Diversification Theory,FOXO in aging: did evolutionary diversification of FOXO function distract it from prolonging life?,2013,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1002/bies.201300097,T0151,Retrotransposon Activation Theory,Death by transposition - the enemy within?,2013,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1002/bies.201300127,T0033,Antagonistic Pleiotropy Theory,Aging genomes: a necessary evil in the logic of life.,2014,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.1002/bies.201300165,T2021,Nutrient Recycling and Resource Allocation Theory,Why do the well-fed appear to die young? A new evolutionary hypothesis for the effect of dietary restriction on lifespan.,2014,"Yes, but not shown",Yes,Yes,No,No,No,No,Yes,Yes
10.1002/bies.201400063,T0759,DNA Methylation Regulation and Aging Theory,Do age-associated DNA methylation changes increase the risk of malignant transformation?,2015,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1002/bies.20149,T0184,Mitochondrial ROS-Induced mtDNA Mutation Theory,What the papers say: where is the somatic mutation that causes aging?,2004,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1002/bies.201500025,T1084,Age-Specific Increase in Mutational Effects Theory,Why organisms age: Evolution of senescence under positive pleiotropy?,2015,No,No,No,No,No,No,No,No,No
10.1002/bies.201500171,T0254,Histone Modification Theory,"Histone turnover and chromatin accessibility: Critical mediators of neurological development, plasticity, and disease.",2016,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1002/bies.201600003,T1425,Mitochondrial Quality Control and Proteostasis Theory,Intracellular evolution of mitochondrial DNA (mtDNA) and the tragedy of the cytoplasmic commons.,2016,"Yes, but not shown",Yes,No,No,No,No,No,Yes,No
10.1002/bies.201600029,T0752,Evolutionary Genetic Mutation Accumulation Model,Answering evolutionary questions: A guide for mechanistic biologists.,2016,No,No,No,No,No,No,No,No,No
10.1002/bies.201600042,T1373,Biomolecular Condensate and Phase Separation Theory,Are aberrant phase transitions a driver of cellular aging?,2016,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1002/bies.201600136,T1460,Cooperation-Longevity Evolutionary Theory,How to make a sterile helper.,2017,"Yes, but not shown",Yes,No,No,No,Yes,Yes,Yes,No
10.1002/bies.201600235,T0011,Senescent Cell Accumulation and SASP Theory,Targeting the SASP to combat ageing: Mitochondria as possible intracellular allies?,2017,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1002/bies.20161,T0311,DAF-16/FOXO Insulin/IGF-1 Signaling Aging Theory,Shuttling between species for pathways of lifespan regulation: a central role for the vitellogenin gene family?,2005,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1002/bies.201800005,T0070,Energy Metabolism Theory,The Energy Maintenance Theory of Aging: Maintaining Energy Metabolism to Allow Longevity.,2018,"Yes, but not shown",Yes,Yes,No,Yes,Yes,Yes,No,Yes
10.1002/bies.201800033,T0462,AMPK Energy Sensing and Metabolic Regulation Theory,"Glycogen at the Crossroad of Stress Resistance, Energy Maintenance, and Pathophysiology of Aging.",2018,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1002/bies.201800111,T1216,Energy Imbalance and Hormonal Regulation Theory of Calorie Restriction,Does Calorie Restriction in Primates Increase Lifespan? Revisiting Studies on Macaques (Macaca mulatta) and Mouse Lemurs (Microcebus murinus).,2018,"Yes, but not shown",No,Yes,No,No,No,No,Yes,Yes
10.1002/bies.201800124,T0070,Energy Metabolism Theory,A New Theory of Aging Based on Energy Maintenance.,2018,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1002/bies.201800162,T1067,Telomere-Dependent Immune Aging Theory,Do Telomeres Influence Pace-of-Life-Strategies in Response to Environmental Conditions Over a Lifetime and Between Generations?,2019,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,No,No
10.1002/bies.201900227,T0437,Telomere-Driven Behavioral and Systemic Aging Theory,Cross-Generational Effects of Parental Age on Offspring Longevity: Are Telomeres an Important Underlying Mechanism?,2020,"Yes, but not shown",Yes,No,No,Yes,No,Yes,No,No
10.1002/bies.201900241,T0028,Resource Allocation Disposable Soma Theory,Lifespan Extension Via Dietary Restriction: Time to Reconsider the Evolutionary Mechanisms?,2020,No,Yes,Yes,No,Yes,No,No,No,Yes
10.1002/bies.20191,T0129,SIR2-Mediated Longevity Regulation Theory,To SIR with Polycomb: linking silencing mechanisms.,2005,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1002/bies.202000126,T1569,Multicellular Cooperation and Social Contract Theory,"Do microenvironmental changes disrupt multicellular organisation with ageing, enacting and favouring the cancer cell phenotype?",2021,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1002/bies.202000233,T1131,Genetic and Epigenetic Regulation of Reproductive Aging,"Predictable increase in female reproductive window: A simple model connecting age of reproduction, menopause, and longevity.",2021,"Yes, but not shown",Yes,No,No,Yes,No,No,No,No
10.1002/bies.202000262,T0898,Global Epigenetic Dysregulation and Chromatin Remodeling in Aging,"Cause and effect in epigenetics - where lies the truth, and how can experiments reveal it?: Epigenetic self-reinforcing loops obscure causation in cancer and aging.",2021,"Yes, but not shown",Yes,Yes,No,No,No,No,No,Yes
10.1002/bies.202100049,T0105,Microbiome Influence on Aging Theory,"Global climate change, diet, and the complex relationship between human host and microbiome: Towards an integrated picture.",2021,"Yes, but not shown",Yes,No,No,Yes,No,No,No,Yes
10.1002/bies.202100184,T1933,Experience-Dependent Functional Improvement Theory,How does early-life adversity shape telomere dynamics during adulthood? Problems and paradigms.,2022,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1002/bies.202200122,T1422,p53 and Tumor Suppression-Linked Cellular Senescence Theory,Transcription-independent functions of p53 in DNA repair pathway selection.,2023,"Yes, but not shown",Yes,No,No,Yes,No,No,No,No
10.1002/bies.202200208,T0900,Epigenetic Inheritance and Longevity Modulation Theory,Epigenetic rejuvenation by partial reprogramming.,2023,"Yes, but not shown",No,Yes,No,No,No,No,No,No
10.1002/bies.202200230,T0614,Error-Prone Protein Synthesis and Aggregation Theory,To aggregate or not to aggregate - Is it a matter of the ribosome?,2023,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1002/bies.202300076,T0057,Autophagy Regulation and Signaling Theory,The evolution of selective autophagy as a mechanism of oxidative stress response: The evolutionarily acquired ability of selective autophagy receptors to respond to oxidative stress is beneficial for human longevity.,2023,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,No,No
10.1002/bies.202300098,T0564,Lifespan Limit and Biological Constraint Theory,The longevity bottleneck hypothesis: Could dinosaurs have shaped ageing in present-day mammals?,2024,No,Yes,No,No,No,No,No,No,No
10.1002/bies.202300238,T0300,Genetic Regulation of Aging,From genetic mosaicism to tumorigenesis through indirect genetic effects.,2024,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1002/bies.202400099,T0898,Global Epigenetic Dysregulation and Chromatin Remodeling in Aging,The ageing virus hypothesis: Epigenetic ageing beyond the Tree of Life.,2025,"Yes, but not shown",Yes,No,Yes,No,Yes,No,No,No
10.1002/bies.202400222,T0969,Discrete Phase Aging Theory,Signatures of Nonlinear Aging: Molecular Stages of Life: Sudden Changes During Aging as Potential Biomarkers for an Age Classification System.,2025,"Yes, but not shown",No,No,No,No,No,No,No,No
10.1002/bies.20290,T0257,Hormonal Regulation of Metabolic Aging,Hormonal pleiotropy and the juvenile hormone regulation of Drosophila development and life history.,2005,"Yes, but not shown",Yes,Yes,No,No,No,Yes,No,No
10.1002/bies.20614,T1464,Sexually Antagonistic Pleiotropy and Sex-Specific Aging Theory,"Gender, immunity and the regulation of longevity.",2007,"Yes, but not shown",Yes,Yes,No,Yes,No,No,Yes,Yes
10.1002/bies.20634,T0081,Mitochondrial DNA Mutation and Deletion Accumulation Theory,Mitochondria and ageing: winning and losing in the numbers game.,2007,"Yes, but not shown",Yes,Yes,No,Yes,No,Yes,Yes,Yes
10.1002/bies.20681,T0685,Isotopic Influence on Molecular Stability Theory,"Do ""heavy"" eaters live longer?",2007,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,Yes
10.1002/bies.20709,T1325,Wnt Signaling Dysregulation Theory,Which way does the Wnt blow? Exploring the duality of canonical Wnt signaling on cellular aging.,2008,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1002/bies.20760,T0507,Stem Cell Replicative Capacity and Molecular Damage Exhaustion Theory,Cell divisions and mammalian aging: integrative biology insights from genes that regulate longevity.,2008,"Yes, but not shown",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
10.1002/bies.20799,T0026,NF-kappaB Signaling Theory,SIRT1 longevity factor suppresses NF-kappaB -driven immune responses: regulation of aging via NF-kappaB acetylation?,2008,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1002/bies.20801,T1243,Self-Maintenance Investment and Immunosenescence Evolutionary Theory,Ecoimmunology: is there any room for the neuroendocrine system?,2008,"Yes, but not shown",Yes,No,No,No,No,Yes,No,No
10.1002/bies.20838,T1769,Iron-Catalyzed ROS Generation and Oxidative Damage Theory,Avoiding bad genes: oxidatively damaged DNA in germ line and mate choice.,2008,"Yes, but not shown",Yes,No,No,No,No,No,No,No
10.1002/bies.70026,T0287,Heterochromatin Loss Theory,Liquid Guardians: Biomolecular Condensates Shield Heterochromatin Against Cellular Senescence.,2025,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
10.1002/bies.70030,T0127,Protein Aggregation and Phase Transition Theory,Physics of Protein Aggregation in Normal and Accelerated Brain Aging.,2025,"Yes, but not shown",Yes,Yes,No,Yes,No,No,No,No
10.1002/bies.70051,T0494,Genomic Instability and DNA Repair Decline Theory,From Genome to Geroscience: How DNA Damage Shapes Systemic Decline.,2025,"Yes, but not shown",Yes,Yes,No,No,No,No,No,No
